city,county,link,total_records,total_pages,total_county_records
Hidden Valley,Yolo,https://www.localcrimenews.com//welcome/newCities/hidden-valley,97.0,5.0,827581.0
Downieville,Yolo,https://www.localcrimenews.com//welcome/newCities/downieville,78.0,4.0,827581.0
Zamora,Yolo,https://www.localcrimenews.com//welcome/newCities/zamora,71.0,4.0,827581.0
Hathaway Pines,Yolo,https://www.localcrimenews.com//welcome/newCities/hathaway-pines,69.0,4.0,827581.0
Petrolia,Yolo,https://www.localcrimenews.com//welcome/newCities/petrolia,58.0,3.0,827581.0
El Portal,Yolo,https://www.localcrimenews.com//welcome/newCities/el-portal,58.0,3.0,827581.0
Blocksburg,Yolo,https://www.localcrimenews.com//welcome/newCities/blocksburg,41.0,3.0,827581.0
Port Costa,Yolo,https://www.localcrimenews.com//welcome/newCities/port-costa,36.0,2.0,827581.0
Rumsey,Yolo,https://www.localcrimenews.com//welcome/newCities/rumsey,28.0,2.0,827581.0
Broderick,Yolo,https://www.localcrimenews.com//welcome/newCities/broderick,27.0,2.0,827581.0
Piedra,Yolo,https://www.localcrimenews.com//welcome/newCities/piedra,22.0,2.0,827581.0
Feather Falls,Yolo,https://www.localcrimenews.com//welcome/newCities/feather-falls,21.0,2.0,827581.0
Horse Creek,Yolo,https://www.localcrimenews.com//welcome/newCities/horse-creek,21.0,2.0,827581.0
Madeline,Yolo,https://www.localcrimenews.com//welcome/newCities/madeline,18.0,1.0,827581.0
Arboga,Yolo,https://www.localcrimenews.com//welcome/newCities/arboga,10.0,1.0,827581.0
North Sacramento,Yolo,https://www.localcrimenews.com//welcome/newCities/north-sacramento,3.0,1.0,827581.0
Fruitridge,Yolo,https://www.localcrimenews.com//welcome/newCities/fruitridge,1.0,1.0,827581.0
San Francisco,San Francisco,https://www.localcrimenews.com//welcome/newCities/san-francisco,216562.0,10829.0,757591.0
Fairfield,San Francisco,https://www.localcrimenews.com//welcome/newCities/fairfield,78825.0,3942.0,757591.0
San Rafael,San Francisco,https://www.localcrimenews.com//welcome/newCities/san-rafael,62692.0,3135.0,757591.0
Concord,San Francisco,https://www.localcrimenews.com//welcome/newCities/concord,50097.0,2505.0,757591.0
San Leandro,San Francisco,https://www.localcrimenews.com//welcome/newCities/san-leandro,49546.0,2478.0,757591.0
Antioch,San Francisco,https://www.localcrimenews.com//welcome/newCities/antioch,47952.0,2398.0,757591.0
Novato,San Francisco,https://www.localcrimenews.com//welcome/newCities/novato,33368.0,1669.0,757591.0
Daly City,San Francisco,https://www.localcrimenews.com//welcome/newCities/daly-city,32795.0,1640.0,757591.0
Livermore,San Francisco,https://www.localcrimenews.com//welcome/newCities/livermore,25990.0,1300.0,757591.0
Alameda,San Francisco,https://www.localcrimenews.com//welcome/newCities/alameda,19822.0,992.0,757591.0
National City,San Francisco,https://www.localcrimenews.com//welcome/newCities/national-city,19476.0,974.0,757591.0
Martinez,San Francisco,https://www.localcrimenews.com//welcome/newCities/martinez,18065.0,904.0,757591.0
South San Francisco,San Francisco,https://www.localcrimenews.com//welcome/newCities/south-san-francisco,15639.0,782.0,757591.0
Emeryville,San Francisco,https://www.localcrimenews.com//welcome/newCities/emeryville,10259.0,513.0,757591.0
San Bruno,San Francisco,https://www.localcrimenews.com//welcome/newCities/san-bruno,9910.0,496.0,757591.0
Sausalito,San Francisco,https://www.localcrimenews.com//welcome/newCities/sausalito,8149.0,408.0,757591.0
Pacifica,San Francisco,https://www.localcrimenews.com//welcome/newCities/pacifica,7404.0,371.0,757591.0
West Hills,San Francisco,https://www.localcrimenews.com//welcome/newCities/west-hills,7111.0,356.0,757591.0
Felton,San Francisco,https://www.localcrimenews.com//welcome/newCities/felton,4429.0,222.0,757591.0
Belmont,San Francisco,https://www.localcrimenews.com//welcome/newCities/belmont,4013.0,201.0,757591.0
San Carlos,San Francisco,https://www.localcrimenews.com//welcome/newCities/san-carlos,3913.0,196.0,757591.0
Fairfax,San Francisco,https://www.localcrimenews.com//welcome/newCities/fairfax,3379.0,169.0,757591.0
San Anselmo,San Francisco,https://www.localcrimenews.com//welcome/newCities/san-anselmo,3357.0,168.0,757591.0
Los Altos,San Francisco,https://www.localcrimenews.com//welcome/newCities/los-altos,2799.0,140.0,757591.0
Rodeo,San Francisco,https://www.localcrimenews.com//welcome/newCities/rodeo,2664.0,134.0,757591.0
Millbrae,San Francisco,https://www.localcrimenews.com//welcome/newCities/millbrae,2633.0,132.0,757591.0
Carmel,San Francisco,https://www.localcrimenews.com//welcome/newCities/carmel,2149.0,108.0,757591.0
Empire,San Francisco,https://www.localcrimenews.com//welcome/newCities/empire,1889.0,95.0,757591.0
Saint Helena,San Francisco,https://www.localcrimenews.com//welcome/newCities/saint-helena,1803.0,91.0,757591.0
Redway,San Francisco,https://www.localcrimenews.com//welcome/newCities/redway,1346.0,68.0,757591.0
Potter Valley,San Francisco,https://www.localcrimenews.com//welcome/newCities/potter-valley,1094.0,55.0,757591.0
Piedmont,San Francisco,https://www.localcrimenews.com//welcome/newCities/piedmont,1058.0,53.0,757591.0
Orinda,San Francisco,https://www.localcrimenews.com//welcome/newCities/orinda,1047.0,53.0,757591.0
Bethel Island,San Francisco,https://www.localcrimenews.com//welcome/newCities/bethel-island,668.0,34.0,757591.0
Fort Irwin,San Francisco,https://www.localcrimenews.com//welcome/newCities/fort-irwin,667.0,34.0,757591.0
Brownsville,San Francisco,https://www.localcrimenews.com//welcome/newCities/brownsville,656.0,33.0,757591.0
Indian Wells,San Francisco,https://www.localcrimenews.com//welcome/newCities/indian-wells,603.0,31.0,757591.0
Emerald Hills,San Francisco,https://www.localcrimenews.com//welcome/newCities/emerald-hills,560.0,28.0,757591.0
Montara,San Francisco,https://www.localcrimenews.com//welcome/newCities/montara,432.0,22.0,757591.0
Portola Valley,San Francisco,https://www.localcrimenews.com//welcome/newCities/portola-valley,425.0,22.0,757591.0
Cazadero,San Francisco,https://www.localcrimenews.com//welcome/newCities/cazadero,395.0,20.0,757591.0
La Honda,San Francisco,https://www.localcrimenews.com//welcome/newCities/la-honda,308.0,16.0,757591.0
Lagunitas,San Francisco,https://www.localcrimenews.com//welcome/newCities/lagunitas,285.0,15.0,757591.0
Stinson Beach,San Francisco,https://www.localcrimenews.com//welcome/newCities/stinson-beach,235.0,12.0,757591.0
Paynes Creek,San Francisco,https://www.localcrimenews.com//welcome/newCities/paynes-creek,224.0,12.0,757591.0
Point Reyes Station,San Francisco,https://www.localcrimenews.com//welcome/newCities/point-reyes-station,214.0,11.0,757591.0
Fields Landing,San Francisco,https://www.localcrimenews.com//welcome/newCities/fields-landing,158.0,8.0,757591.0
Tres Pinos,San Francisco,https://www.localcrimenews.com//welcome/newCities/tres-pinos,157.0,8.0,757591.0
Belvedere,San Francisco,https://www.localcrimenews.com//welcome/newCities/belvedere,102.0,6.0,757591.0
Ocean Beach,San Francisco,https://www.localcrimenews.com//welcome/newCities/ocean-beach,91.0,5.0,757591.0
Diablo,San Francisco,https://www.localcrimenews.com//welcome/newCities/diablo,66.0,4.0,757591.0
Birds Landing,San Francisco,https://www.localcrimenews.com//welcome/newCities/birds-landing,33.0,2.0,757591.0
Vineburg,San Francisco,https://www.localcrimenews.com//welcome/newCities/vineburg,31.0,2.0,757591.0
Belden,San Francisco,https://www.localcrimenews.com//welcome/newCities/belden,22.0,2.0,757591.0
Laguna Nigel,San Francisco,https://www.localcrimenews.com//welcome/newCities/laguna-nigel,17.0,1.0,757591.0
Clay,San Francisco,https://www.localcrimenews.com//welcome/newCities/clay,6.0,1.0,757591.0
Bostonia,San Francisco,https://www.localcrimenews.com//welcome/newCities/bostonia,1.0,1.0,757591.0
San Francisco,San Mateo,https://www.localcrimenews.com//welcome/newCities/san-francisco,216562.0,10829.0,700371.0
Napa,San Mateo,https://www.localcrimenews.com//welcome/newCities/napa,42484.0,2125.0,700371.0
San Mateo,San Mateo,https://www.localcrimenews.com//welcome/newCities/san-mateo,38441.0,1923.0,700371.0
Redwood City,San Mateo,https://www.localcrimenews.com//welcome/newCities/redwood-city,36018.0,1801.0,700371.0
Daly City,San Mateo,https://www.localcrimenews.com//welcome/newCities/daly-city,32795.0,1640.0,700371.0
Los Banos,San Mateo,https://www.localcrimenews.com//welcome/newCities/los-banos,26115.0,1306.0,700371.0
Livermore,San Mateo,https://www.localcrimenews.com//welcome/newCities/livermore,25990.0,1300.0,700371.0
East Palo Alto,San Mateo,https://www.localcrimenews.com//welcome/newCities/east-palo-alto,24121.0,1207.0,700371.0
Union City,San Mateo,https://www.localcrimenews.com//welcome/newCities/union-city,23577.0,1179.0,700371.0
Grass Valley,San Mateo,https://www.localcrimenews.com//welcome/newCities/grass-valley,22112.0,1106.0,700371.0
Mountain View,San Mateo,https://www.localcrimenews.com//welcome/newCities/mountain-view,17414.0,871.0,700371.0
South San Francisco,San Mateo,https://www.localcrimenews.com//welcome/newCities/south-san-francisco,15639.0,782.0,700371.0
Eureka,San Mateo,https://www.localcrimenews.com//welcome/newCities/eureka,12607.0,631.0,700371.0
Palo Alto,San Mateo,https://www.localcrimenews.com//welcome/newCities/palo-alto,10101.0,506.0,700371.0
San Bruno,San Mateo,https://www.localcrimenews.com//welcome/newCities/san-bruno,9910.0,496.0,700371.0
Bay Point,San Mateo,https://www.localcrimenews.com//welcome/newCities/bay-point,9880.0,494.0,700371.0
Menlo Park,San Mateo,https://www.localcrimenews.com//welcome/newCities/menlo-park,8300.0,415.0,700371.0
Sausalito,San Mateo,https://www.localcrimenews.com//welcome/newCities/sausalito,8149.0,408.0,700371.0
Oakley,San Mateo,https://www.localcrimenews.com//welcome/newCities/oakley,7669.0,384.0,700371.0
Pacifica,San Mateo,https://www.localcrimenews.com//welcome/newCities/pacifica,7404.0,371.0,700371.0
Brentwood,San Mateo,https://www.localcrimenews.com//welcome/newCities/brentwood,6574.0,329.0,700371.0
Cupertino,San Mateo,https://www.localcrimenews.com//welcome/newCities/cupertino,6547.0,328.0,700371.0
American Canyon,San Mateo,https://www.localcrimenews.com//welcome/newCities/american-canyon,5880.0,294.0,700371.0
El Sobrante,San Mateo,https://www.localcrimenews.com//welcome/newCities/el-sobrante,5660.0,283.0,700371.0
Delhi,San Mateo,https://www.localcrimenews.com//welcome/newCities/delhi,5538.0,277.0,700371.0
Magalia,San Mateo,https://www.localcrimenews.com//welcome/newCities/magalia,5321.0,267.0,700371.0
Burlingame,San Mateo,https://www.localcrimenews.com//welcome/newCities/burlingame,4563.0,229.0,700371.0
Marina Del Rey,San Mateo,https://www.localcrimenews.com//welcome/newCities/marina-del-rey,4313.0,216.0,700371.0
Salida,San Mateo,https://www.localcrimenews.com//welcome/newCities/salida,4100.0,205.0,700371.0
Belmont,San Mateo,https://www.localcrimenews.com//welcome/newCities/belmont,4013.0,201.0,700371.0
San Carlos,San Mateo,https://www.localcrimenews.com//welcome/newCities/san-carlos,3913.0,196.0,700371.0
Danville,San Mateo,https://www.localcrimenews.com//welcome/newCities/danville,3793.0,190.0,700371.0
Escalon,San Mateo,https://www.localcrimenews.com//welcome/newCities/escalon,3685.0,185.0,700371.0
Hercules,San Mateo,https://www.localcrimenews.com//welcome/newCities/hercules,3382.0,170.0,700371.0
Fairfax,San Mateo,https://www.localcrimenews.com//welcome/newCities/fairfax,3379.0,169.0,700371.0
Half Moon Bay,San Mateo,https://www.localcrimenews.com//welcome/newCities/half-moon-bay,3342.0,168.0,700371.0
Foster City,San Mateo,https://www.localcrimenews.com//welcome/newCities/foster-city,2947.0,148.0,700371.0
Los Altos,San Mateo,https://www.localcrimenews.com//welcome/newCities/los-altos,2799.0,140.0,700371.0
Goshen,San Mateo,https://www.localcrimenews.com//welcome/newCities/goshen,2691.0,135.0,700371.0
Rodeo,San Mateo,https://www.localcrimenews.com//welcome/newCities/rodeo,2664.0,134.0,700371.0
Millbrae,San Mateo,https://www.localcrimenews.com//welcome/newCities/millbrae,2633.0,132.0,700371.0
Clayton,San Mateo,https://www.localcrimenews.com//welcome/newCities/clayton,2132.0,107.0,700371.0
Hoopa,San Mateo,https://www.localcrimenews.com//welcome/newCities/hoopa,2118.0,106.0,700371.0
Hopland,San Mateo,https://www.localcrimenews.com//welcome/newCities/hopland,1508.0,76.0,700371.0
Brisbane,San Mateo,https://www.localcrimenews.com//welcome/newCities/brisbane,1166.0,59.0,700371.0
Piedmont,San Mateo,https://www.localcrimenews.com//welcome/newCities/piedmont,1058.0,53.0,700371.0
Colma,San Mateo,https://www.localcrimenews.com//welcome/newCities/colma,932.0,47.0,700371.0
Alviso,San Mateo,https://www.localcrimenews.com//welcome/newCities/alviso,775.0,39.0,700371.0
Moss Beach,San Mateo,https://www.localcrimenews.com//welcome/newCities/moss-beach,737.0,37.0,700371.0
Brookdale,San Mateo,https://www.localcrimenews.com//welcome/newCities/brookdale,707.0,36.0,700371.0
Thornton,San Mateo,https://www.localcrimenews.com//welcome/newCities/thornton,697.0,35.0,700371.0
Pescadero,San Mateo,https://www.localcrimenews.com//welcome/newCities/pescadero,622.0,32.0,700371.0
Emerald Hills,San Mateo,https://www.localcrimenews.com//welcome/newCities/emerald-hills,560.0,28.0,700371.0
El Granada,San Mateo,https://www.localcrimenews.com//welcome/newCities/el-granada,503.0,26.0,700371.0
Atherton,San Mateo,https://www.localcrimenews.com//welcome/newCities/atherton,503.0,26.0,700371.0
Davenport,San Mateo,https://www.localcrimenews.com//welcome/newCities/davenport,454.0,23.0,700371.0
Dobbins,San Mateo,https://www.localcrimenews.com//welcome/newCities/dobbins,449.0,23.0,700371.0
Montara,San Mateo,https://www.localcrimenews.com//welcome/newCities/montara,432.0,22.0,700371.0
Portola Valley,San Mateo,https://www.localcrimenews.com//welcome/newCities/portola-valley,425.0,22.0,700371.0
Miranda,San Mateo,https://www.localcrimenews.com//welcome/newCities/miranda,316.0,16.0,700371.0
La Honda,San Mateo,https://www.localcrimenews.com//welcome/newCities/la-honda,308.0,16.0,700371.0
Raymond,San Mateo,https://www.localcrimenews.com//welcome/newCities/raymond,294.0,15.0,700371.0
Lockwood,San Mateo,https://www.localcrimenews.com//welcome/newCities/lockwood,111.0,6.0,700371.0
Coyote,San Mateo,https://www.localcrimenews.com//welcome/newCities/coyote,97.0,5.0,700371.0
Dos Rios,San Mateo,https://www.localcrimenews.com//welcome/newCities/dos-rios,58.0,3.0,700371.0
Glennville,San Mateo,https://www.localcrimenews.com//welcome/newCities/glennville,47.0,3.0,700371.0
San Gregorio,San Mateo,https://www.localcrimenews.com//welcome/newCities/san-gregorio,47.0,3.0,700371.0
Duncans Mills,San Mateo,https://www.localcrimenews.com//welcome/newCities/duncans-mills,36.0,2.0,700371.0
The Sea Ranch,San Mateo,https://www.localcrimenews.com//welcome/newCities/the-sea-ranch,33.0,2.0,700371.0
Oakville,San Mateo,https://www.localcrimenews.com//welcome/newCities/oakville,29.0,2.0,700371.0
La Porte,San Mateo,https://www.localcrimenews.com//welcome/newCities/la-porte,27.0,2.0,700371.0
Loma Mar,San Mateo,https://www.localcrimenews.com//welcome/newCities/loma-mar,26.0,2.0,700371.0
Eldridge,San Mateo,https://www.localcrimenews.com//welcome/newCities/eldridge,24.0,2.0,700371.0
Santa Susana,San Mateo,https://www.localcrimenews.com//welcome/newCities/santa-susana,23.0,2.0,700371.0
Feather Falls,San Mateo,https://www.localcrimenews.com//welcome/newCities/feather-falls,21.0,2.0,700371.0
Cold Springs,San Mateo,https://www.localcrimenews.com//welcome/newCities/cold-springs,19.0,1.0,700371.0
New Almaden,San Mateo,https://www.localcrimenews.com//welcome/newCities/new-almaden,11.0,1.0,700371.0
Arboga,San Mateo,https://www.localcrimenews.com//welcome/newCities/arboga,10.0,1.0,700371.0
Shelter Cove,San Mateo,https://www.localcrimenews.com//welcome/newCities/shelter-cove,10.0,1.0,700371.0
Holy City,San Mateo,https://www.localcrimenews.com//welcome/newCities/holy-city,8.0,1.0,700371.0
Moffett Field,San Mateo,https://www.localcrimenews.com//welcome/newCities/moffett-field,7.0,1.0,700371.0
Garey,San Mateo,https://www.localcrimenews.com//welcome/newCities/garey,4.0,1.0,700371.0
Blossom Valley,San Mateo,https://www.localcrimenews.com//welcome/newCities/blossom-valley,1.0,1.0,700371.0
East Irvine,San Mateo,https://www.localcrimenews.com//welcome/newCities/east-irvine,1.0,1.0,700371.0
Oakland,Sonoma,https://www.localcrimenews.com//welcome/newCities/oakland,272360.0,13618.0,689372.0
Santa Rosa,Sonoma,https://www.localcrimenews.com//welcome/newCities/santa-rosa,97698.0,4885.0,689372.0
Vallejo,Sonoma,https://www.localcrimenews.com//welcome/newCities/vallejo,79546.0,3978.0,689372.0
Novato,Sonoma,https://www.localcrimenews.com//welcome/newCities/novato,33368.0,1669.0,689372.0
Elk Grove,Sonoma,https://www.localcrimenews.com//welcome/newCities/elk-grove,30594.0,1530.0,689372.0
Petaluma,Sonoma,https://www.localcrimenews.com//welcome/newCities/petaluma,21704.0,1086.0,689372.0
Clearlake,Sonoma,https://www.localcrimenews.com//welcome/newCities/clearlake,19489.0,975.0,689372.0
Pleasanton,Sonoma,https://www.localcrimenews.com//welcome/newCities/pleasanton,14742.0,738.0,689372.0
Eureka,Sonoma,https://www.localcrimenews.com//welcome/newCities/eureka,12607.0,631.0,689372.0
Willits,Sonoma,https://www.localcrimenews.com//welcome/newCities/willits,12151.0,608.0,689372.0
Fort Bragg,Sonoma,https://www.localcrimenews.com//welcome/newCities/fort-bragg,9842.0,493.0,689372.0
Windsor,Sonoma,https://www.localcrimenews.com//welcome/newCities/windsor,8185.0,410.0,689372.0
Sebastopol,Sonoma,https://www.localcrimenews.com//welcome/newCities/sebastopol,7675.0,384.0,689372.0
Kelseyville,Sonoma,https://www.localcrimenews.com//welcome/newCities/kelseyville,6590.0,330.0,689372.0
San Ramon,Sonoma,https://www.localcrimenews.com//welcome/newCities/san-ramon,6294.0,315.0,689372.0
American Canyon,Sonoma,https://www.localcrimenews.com//welcome/newCities/american-canyon,5880.0,294.0,689372.0
Healdsburg,Sonoma,https://www.localcrimenews.com//welcome/newCities/healdsburg,5553.0,278.0,689372.0
Magalia,Sonoma,https://www.localcrimenews.com//welcome/newCities/magalia,5321.0,267.0,689372.0
Cotati,Sonoma,https://www.localcrimenews.com//welcome/newCities/cotati,3514.0,176.0,689372.0
Guerneville,Sonoma,https://www.localcrimenews.com//welcome/newCities/guerneville,3139.0,157.0,689372.0
Laytonville,Sonoma,https://www.localcrimenews.com//welcome/newCities/laytonville,2408.0,121.0,689372.0
Calistoga,Sonoma,https://www.localcrimenews.com//welcome/newCities/calistoga,2279.0,114.0,689372.0
Fortuna,Sonoma,https://www.localcrimenews.com//welcome/newCities/fortuna,2234.0,112.0,689372.0
Forestville,Sonoma,https://www.localcrimenews.com//welcome/newCities/forestville,2169.0,109.0,689372.0
Hoopa,Sonoma,https://www.localcrimenews.com//welcome/newCities/hoopa,2118.0,106.0,689372.0
Pioneer,Sonoma,https://www.localcrimenews.com//welcome/newCities/pioneer,1425.0,72.0,689372.0
Redway,Sonoma,https://www.localcrimenews.com//welcome/newCities/redway,1346.0,68.0,689372.0
Greenbrae,Sonoma,https://www.localcrimenews.com//welcome/newCities/greenbrae,1202.0,61.0,689372.0
Potter Valley,Sonoma,https://www.localcrimenews.com//welcome/newCities/potter-valley,1094.0,55.0,689372.0
Durham,Sonoma,https://www.localcrimenews.com//welcome/newCities/durham,1068.0,54.0,689372.0
Piedmont,Sonoma,https://www.localcrimenews.com//welcome/newCities/piedmont,1058.0,53.0,689372.0
Pine Grove,Sonoma,https://www.localcrimenews.com//welcome/newCities/pine-grove,940.0,47.0,689372.0
Penngrove,Sonoma,https://www.localcrimenews.com//welcome/newCities/penngrove,932.0,47.0,689372.0
Yountville,Sonoma,https://www.localcrimenews.com//welcome/newCities/yountville,810.0,41.0,689372.0
Glen Ellen,Sonoma,https://www.localcrimenews.com//welcome/newCities/glen-ellen,778.0,39.0,689372.0
Monte Rio,Sonoma,https://www.localcrimenews.com//welcome/newCities/monte-rio,642.0,33.0,689372.0
Point Arena,Sonoma,https://www.localcrimenews.com//welcome/newCities/point-arena,641.0,33.0,689372.0
Philo,Sonoma,https://www.localcrimenews.com//welcome/newCities/philo,625.0,32.0,689372.0
El Granada,Sonoma,https://www.localcrimenews.com//welcome/newCities/el-granada,503.0,26.0,689372.0
Forest Knolls,Sonoma,https://www.localcrimenews.com//welcome/newCities/forest-knolls,495.0,25.0,689372.0
Woodacre,Sonoma,https://www.localcrimenews.com//welcome/newCities/woodacre,459.0,23.0,689372.0
Graton,Sonoma,https://www.localcrimenews.com//welcome/newCities/graton,396.0,20.0,689372.0
Cazadero,Sonoma,https://www.localcrimenews.com//welcome/newCities/cazadero,395.0,20.0,689372.0
Occidental,Sonoma,https://www.localcrimenews.com//welcome/newCities/occidental,349.0,18.0,689372.0
Larkfield,Sonoma,https://www.localcrimenews.com//welcome/newCities/larkfield,340.0,17.0,689372.0
Rio Nido,Sonoma,https://www.localcrimenews.com//welcome/newCities/rio-nido,326.0,17.0,689372.0
Clearlake Park,Sonoma,https://www.localcrimenews.com//welcome/newCities/clearlake-park,324.0,17.0,689372.0
Bayside,Sonoma,https://www.localcrimenews.com//welcome/newCities/bayside,316.0,16.0,689372.0
Bodega Bay,Sonoma,https://www.localcrimenews.com//welcome/newCities/bodega-bay,316.0,16.0,689372.0
Lagunitas,Sonoma,https://www.localcrimenews.com//welcome/newCities/lagunitas,285.0,15.0,689372.0
Boyes Hot Springs,Sonoma,https://www.localcrimenews.com//welcome/newCities/boyes-hot-springs,284.0,15.0,689372.0
Calpella,Sonoma,https://www.localcrimenews.com//welcome/newCities/calpella,283.0,15.0,689372.0
Fulton,Sonoma,https://www.localcrimenews.com//welcome/newCities/fulton,272.0,14.0,689372.0
Orick,Sonoma,https://www.localcrimenews.com//welcome/newCities/orick,268.0,14.0,689372.0
Carlotta,Sonoma,https://www.localcrimenews.com//welcome/newCities/carlotta,248.0,13.0,689372.0
Kenwood,Sonoma,https://www.localcrimenews.com//welcome/newCities/kenwood,240.0,12.0,689372.0
Hydesville,Sonoma,https://www.localcrimenews.com//welcome/newCities/hydesville,223.0,12.0,689372.0
San Geronimo,Sonoma,https://www.localcrimenews.com//welcome/newCities/san-geronimo,200.0,10.0,689372.0
Courtland,Sonoma,https://www.localcrimenews.com//welcome/newCities/courtland,170.0,9.0,689372.0
El Verano,Sonoma,https://www.localcrimenews.com//welcome/newCities/el-verano,160.0,8.0,689372.0
Comptche,Sonoma,https://www.localcrimenews.com//welcome/newCities/comptche,157.0,8.0,689372.0
Guatay,Sonoma,https://www.localcrimenews.com//welcome/newCities/guatay,155.0,8.0,689372.0
Piercy,Sonoma,https://www.localcrimenews.com//welcome/newCities/piercy,146.0,8.0,689372.0
Annapolis,Sonoma,https://www.localcrimenews.com//welcome/newCities/annapolis,136.0,7.0,689372.0
Navarro,Sonoma,https://www.localcrimenews.com//welcome/newCities/navarro,126.0,7.0,689372.0
Elk,Sonoma,https://www.localcrimenews.com//welcome/newCities/elk,124.0,7.0,689372.0
Bodega,Sonoma,https://www.localcrimenews.com//welcome/newCities/bodega,117.0,6.0,689372.0
Marshall,Sonoma,https://www.localcrimenews.com//welcome/newCities/marshall,108.0,6.0,689372.0
Belvedere,Sonoma,https://www.localcrimenews.com//welcome/newCities/belvedere,102.0,6.0,689372.0
Camp Meeker,Sonoma,https://www.localcrimenews.com//welcome/newCities/camp-meeker,101.0,6.0,689372.0
Tomales,Sonoma,https://www.localcrimenews.com//welcome/newCities/tomales,101.0,6.0,689372.0
Hidden Valley,Sonoma,https://www.localcrimenews.com//welcome/newCities/hidden-valley,97.0,5.0,689372.0
Stewarts Point,Sonoma,https://www.localcrimenews.com//welcome/newCities/stewarts-point,88.0,5.0,689372.0
Helena,Sonoma,https://www.localcrimenews.com//welcome/newCities/helena,85.0,5.0,689372.0
Yorkville,Sonoma,https://www.localcrimenews.com//welcome/newCities/yorkville,73.0,4.0,689372.0
Zamora,Sonoma,https://www.localcrimenews.com//welcome/newCities/zamora,71.0,4.0,689372.0
Valley Ford,Sonoma,https://www.localcrimenews.com//welcome/newCities/valley-ford,67.0,4.0,689372.0
Olema,Sonoma,https://www.localcrimenews.com//welcome/newCities/olema,66.0,4.0,689372.0
Rutherford,Sonoma,https://www.localcrimenews.com//welcome/newCities/rutherford,59.0,3.0,689372.0
Dos Rios,Sonoma,https://www.localcrimenews.com//welcome/newCities/dos-rios,58.0,3.0,689372.0
Bloomfield,Sonoma,https://www.localcrimenews.com//welcome/newCities/bloomfield,53.0,3.0,689372.0
Mill Creek,Sonoma,https://www.localcrimenews.com//welcome/newCities/mill-creek,47.0,3.0,689372.0
Dillon Beach,Sonoma,https://www.localcrimenews.com//welcome/newCities/dillon-beach,40.0,2.0,689372.0
Redcrest,Sonoma,https://www.localcrimenews.com//welcome/newCities/redcrest,38.0,2.0,689372.0
Duncans Mills,Sonoma,https://www.localcrimenews.com//welcome/newCities/duncans-mills,36.0,2.0,689372.0
Universal City,Sonoma,https://www.localcrimenews.com//welcome/newCities/universal-city,34.0,2.0,689372.0
Birds Landing,Sonoma,https://www.localcrimenews.com//welcome/newCities/birds-landing,33.0,2.0,689372.0
The Sea Ranch,Sonoma,https://www.localcrimenews.com//welcome/newCities/the-sea-ranch,33.0,2.0,689372.0
Vineburg,Sonoma,https://www.localcrimenews.com//welcome/newCities/vineburg,31.0,2.0,689372.0
Oakville,Sonoma,https://www.localcrimenews.com//welcome/newCities/oakville,29.0,2.0,689372.0
Blackhawk,Sonoma,https://www.localcrimenews.com//welcome/newCities/blackhawk,26.0,2.0,689372.0
Eldridge,Sonoma,https://www.localcrimenews.com//welcome/newCities/eldridge,24.0,2.0,689372.0
Cutten,Sonoma,https://www.localcrimenews.com//welcome/newCities/cutten,19.0,1.0,689372.0
Agua Caliente,Sonoma,https://www.localcrimenews.com//welcome/newCities/agua-caliente,11.0,1.0,689372.0
Freestone,Sonoma,https://www.localcrimenews.com//welcome/newCities/freestone,3.0,1.0,689372.0
Roseland,Sonoma,https://www.localcrimenews.com//welcome/newCities/roseland,2.0,1.0,689372.0
Asti,Sonoma,https://www.localcrimenews.com//welcome/newCities/asti,2.0,1.0,689372.0
Fort Ross,Sonoma,https://www.localcrimenews.com//welcome/newCities/fort-ross,1.0,1.0,689372.0
Oakland,Merced,https://www.localcrimenews.com//welcome/newCities/oakland,272360.0,13618.0,605528.0
Merced,Merced,https://www.localcrimenews.com//welcome/newCities/merced,98540.0,4927.0,605528.0
Concord,Merced,https://www.localcrimenews.com//welcome/newCities/concord,50097.0,2505.0,605528.0
Tracy,Merced,https://www.localcrimenews.com//welcome/newCities/tracy,40184.0,2010.0,605528.0
Turlock,Merced,https://www.localcrimenews.com//welcome/newCities/turlock,29656.0,1483.0,605528.0
Los Banos,Merced,https://www.localcrimenews.com//welcome/newCities/los-banos,26115.0,1306.0,605528.0
Atwater,Merced,https://www.localcrimenews.com//welcome/newCities/atwater,17399.0,870.0,605528.0
Menlo Park,Merced,https://www.localcrimenews.com//welcome/newCities/menlo-park,8300.0,415.0,605528.0
Winton,Merced,https://www.localcrimenews.com//welcome/newCities/winton,7937.0,397.0,605528.0
Livingston,Merced,https://www.localcrimenews.com//welcome/newCities/livingston,7423.0,372.0,605528.0
Dos Palos,Merced,https://www.localcrimenews.com//welcome/newCities/dos-palos,5964.0,299.0,605528.0
Delhi,Merced,https://www.localcrimenews.com//welcome/newCities/delhi,5538.0,277.0,605528.0
Salida,Merced,https://www.localcrimenews.com//welcome/newCities/salida,4100.0,205.0,605528.0
Waterford,Merced,https://www.localcrimenews.com//welcome/newCities/waterford,3855.0,193.0,605528.0
Newman,Merced,https://www.localcrimenews.com//welcome/newCities/newman,3664.0,184.0,605528.0
